Ідентифікатор позиції товару,Назва,Імовірність отримати кліки,Мітка фіду,Мова,Статус товару,Канали,Назва проблеми,Більше інформації про проблему,Тип трафіку,Країна,Серйозність проблеми
84946,Золоті сережки-підвіски з діамантами коло «Роуз»,З’являться незабаром,UA,uk,NOT_ELIGIBLE_OR_DISAPPROVED,"ONLINE,LOCAL",Зображення не оброблено,Не потрібно нічого робити. Зображення [image_link] буде оброблено знову протягом 3 днів.,Discovery Ads Discover Surface,Україна,SEVERITY_DISAPPROVED
84946,Золоті сережки-підвіски з діамантами коло «Роуз»,З’являться незабаром,UA,uk,NOT_ELIGIBLE_OR_DISAPPROVED,"ONLINE,LOCAL",Зображення не оброблено,Не потрібно нічого робити. Зображення [image_link] буде оброблено знову протягом 3 днів.,Discovery Ads,Україна,SEVERITY_DISAPPROVED
84946,Золоті сережки-підвіски з діамантами коло «Роуз»,З’являться незабаром,UA,uk,NOT_ELIGIBLE_OR_DISAPPROVED,"ONLINE,LOCAL",Зображення не оброблено,Не потрібно нічого робити. Зображення [image_link] буде оброблено знову протягом 3 днів.,Local Organic Lite,Україна,SEVERITY_DISAPPROVED
84946,Золоті сережки-підвіски з діамантами коло «Роуз»,З’являться незабаром,UA,uk,NOT_ELIGIBLE_OR_DISAPPROVED,"ONLINE,LOCAL",Зображення не оброблено,Не потрібно нічого робити. Зображення [image_link] буде оброблено знову протягом 3 днів.,"Інформація про товари, розміщена безкоштовно",Україна,SEVERITY_DISAPPROVED
82484,Золоті сережки з діамантами принцеса «Злата»,З’являться незабаром,UA,uk,NOT_ELIGIBLE_OR_DISAPPROVED,"ONLINE,LOCAL",Зображення не оброблено,Не потрібно нічого робити. Зображення [image_link] буде оброблено знову протягом 3 днів.,Discovery Ads Discover Surface,Україна,SEVERITY_DISAPPROVED
82484,Золоті сережки з діамантами принцеса «Злата»,З’являться незабаром,UA,uk,NOT_ELIGIBLE_OR_DISAPPROVED,"ONLINE,LOCAL",Зображення не оброблено,Не потрібно нічого робити. Зображення [image_link] буде оброблено знову протягом 3 днів.,Discovery Ads,Україна,SEVERITY_DISAPPROVED
82484,Золоті сережки з діамантами принцеса «Злата»,З’являться незабаром,UA,uk,NOT_ELIGIBLE_OR_DISAPPROVED,"ONLINE,LOCAL",Зображення не оброблено,Не потрібно нічого робити. Зображення [image_link] буде оброблено знову протягом 3 днів.,"Інформація про товари, розміщена безкоштовно",Україна,SEVERITY_DISAPPROVED
82484,Золоті сережки з діамантами принцеса «Злата»,З’являться незабаром,UA,uk,NOT_ELIGIBLE_OR_DISAPPROVED,"ONLINE,LOCAL",Зображення не оброблено,Не потрібно нічого робити. Зображення [image_link] буде оброблено знову протягом 3 днів.,Оголошення в Покупках,Україна,SEVERITY_DISAPPROVED
82484,Золоті сережки з діамантами принцеса «Злата»,З’являться незабаром,UA,uk,NOT_ELIGIBLE_OR_DISAPPROVED,"ONLINE,LOCAL",Зображення не оброблено,Не потрібно нічого робити. Зображення [image_link] буде оброблено знову протягом 3 днів.,Local Organic Lite,Україна,SEVERITY_DISAPPROVED
82484,Золоті сережки з діамантами принцеса «Злата»,З’являться незабаром,UA,uk,NOT_ELIGIBLE_OR_DISAPPROVED,"ONLINE,LOCAL",Зображення не оброблено,Не потрібно нічого робити. Зображення [image_link] буде оброблено знову протягом 3 днів.,Video Ads,Україна,SEVERITY_DISAPPROVED
84947,Золоті сережки-підвіски з діамантами коло «Роуз»,З’являться незабаром,UA,uk,NOT_ELIGIBLE_OR_DISAPPROVED,"ONLINE,LOCAL",Зображення не оброблено,Не потрібно нічого робити. Зображення [image_link] буде оброблено знову протягом 3 днів.,Local Organic Lite,Україна,SEVERITY_DISAPPROVED
84947,Золоті сережки-підвіски з діамантами коло «Роуз»,З’являться незабаром,UA,uk,NOT_ELIGIBLE_OR_DISAPPROVED,"ONLINE,LOCAL",Зображення не оброблено,Не потрібно нічого робити. Зображення [image_link] буде оброблено знову протягом 3 днів.,"Інформація про товари, розміщена безкоштовно",Україна,SEVERITY_DISAPPROVED
84947,Золоті сережки-підвіски з діамантами коло «Роуз»,З’являться незабаром,UA,uk,NOT_ELIGIBLE_OR_DISAPPROVED,"ONLINE,LOCAL",Зображення не оброблено,Не потрібно нічого робити. Зображення [image_link] буде оброблено знову протягом 3 днів.,Discovery Ads,Україна,SEVERITY_DISAPPROVED
84947,Золоті сережки-підвіски з діамантами коло «Роуз»,З’являться незабаром,UA,uk,NOT_ELIGIBLE_OR_DISAPPROVED,"ONLINE,LOCAL",Зображення не оброблено,Не потрібно нічого робити. Зображення [image_link] буде оброблено знову протягом 3 днів.,Оголошення в Покупках,Україна,SEVERITY_DISAPPROVED
84947,Золоті сережки-підвіски з діамантами коло «Роуз»,З’являться незабаром,UA,uk,NOT_ELIGIBLE_OR_DISAPPROVED,"ONLINE,LOCAL",Зображення не оброблено,Не потрібно нічого робити. Зображення [image_link] буде оброблено знову протягом 3 днів.,Video Ads,Україна,SEVERITY_DISAPPROVED
84947,Золоті сережки-підвіски з діамантами коло «Роуз»,З’являться незабаром,UA,uk,NOT_ELIGIBLE_OR_DISAPPROVED,"ONLINE,LOCAL",Зображення не оброблено,Не потрібно нічого робити. Зображення [image_link] буде оброблено знову протягом 3 днів.,Discovery Ads Discover Surface,Україна,SEVERITY_DISAPPROVED
